network,nodes,edges,density,n_communities,community_size_min,community_size_mean,community_size_max,total_weight,weight_min,weight_mean,weight_median,weight_max,mean_in_degree,mean_out_degree,max_in_degree,max_out_degree,mean_in_strength,mean_out_strength,cross_edge_fraction_mu_t_hat,within_edge_fraction,cross_weight_fraction_mu_w_hat,within_weight_fraction,directed_modularity_unweighted,directed_modularity_weighted,run_id,replicate_id,modularity_regime,mu_t_input,mu_w_input
null,150,1453,0.0650111856823266,5,23,30.0,33,6515.18457793,0.00346954,4.483953598024776,4.35799,13.4419,9.686666666666667,9.686666666666667,25.0,10.0,43.43456385286666,43.43456385286667,0.8072952512044047,0.1927047487955953,0.8119586888113538,0.1880413111886462,-0.0108662856211772,-0.0156122119597946,80,0,mu_0p125,0.125,0.125
lfr,150,1474,0.0659507829977628,6,22,25.0,28,6669.89419275,0.00230261,4.5250299815128905,4.48492,14.5182,9.826666666666666,9.826666666666666,25.0,12.0,44.465961285,44.465961285,0.1248303934871099,0.8751696065128901,0.1279487467248923,0.8720512532751077,0.7078814328505493,0.7050510885276315,81,1,mu_0p125,0.125,0.125
null,150,1474,0.0659507829977628,6,22,25.0,28,6669.89419275,0.00230261,4.5250299815128905,4.48492,14.5182,9.826666666666666,9.826666666666666,25.0,12.0,44.465961285,44.465961285,0.8371777476255088,0.1628222523744912,0.8390182481234686,0.1609817518765314,-0.0044659212878496,-0.0063242138021015,81,1,mu_0p125,0.125,0.125
lfr,150,1450,0.0648769574944071,4,32,37.5,43,6501.3462010782005,4.62682e-05,4.483687035226345,4.28384,12.7232,9.666666666666666,9.666666666666666,25.0,10.0,43.342308007188,43.34230800718799,0.1234482758620689,0.876551724137931,0.1292164937992194,0.8707835062007806,0.6243747919143876,0.6195258275540217,82,2,mu_0p125,0.125,0.125
null,150,1450,0.0648769574944071,4,32,37.5,43,6501.3462010782005,4.62682e-05,4.483687035226345,4.28384,12.7232,9.666666666666666,9.666666666666666,25.0,10.0,43.342308007188,43.342308007188,0.7386206896551725,0.2613793103448275,0.7372571765898409,0.2627428234101591,0.0092023781212841,0.0103910580703192,82,2,mu_0p125,0.125,0.125
lfr,150,1485,0.0664429530201342,4,24,37.5,50,6764.916642810001,0.00127856,4.555499422767677,4.33978,13.4822,9.9,9.9,25.0,10.0,45.0994442854,45.0994442854,0.1225589225589225,0.8774410774410775,0.1286143124519853,0.8713856875480147,0.6122037433821945,0.6067596508056237,83,3,mu_0p125,0.125,0.125
null,150,1485,0.0664429530201342,4,24,37.5,50,6764.91664281,0.00127856,4.555499422767676,4.33978,13.4822,9.9,9.9,25.0,10.0,45.09944428539999,45.0994442854,0.7292929292929293,0.2707070707070707,0.7279583375567564,0.2720416624432435,0.0054697366481878,0.0074920540577815,83,3,mu_0p125,0.125,0.125
lfr,150,1451,0.0649217002237136,4,23,37.5,49,6537.596250886,0.000761576,4.505579773181254,4.37179,14.1269,9.673333333333334,9.673333333333334,25.0,10.0,43.58397500590666,43.58397500590666,0.1226740179186767,0.8773259820813233,0.1333632236416925,0.8666367763583075,0.6122334890123069,0.603508239174862,84,4,mu_0p125,0.125,0.125
null,150,1451,0.0649217002237136,4,23,37.5,49,6537.596250886,0.000761576,4.505579773181254,4.37179,14.1269,9.673333333333334,9.673333333333334,25.0,10.0,43.58397500590666,43.58397500590667,0.7167470709855273,0.2832529290144727,0.7119508356881503,0.2880491643118497,0.0181604359454564,0.0213435380417737,84,4,mu_0p125,0.125,0.125
lfr,150,1486,0.0664876957494407,4,28,37.5,44,6742.70901832,0.002172,4.537489245168237,4.585475000000001,13.507,9.906666666666666,9.906666666666666,25.0,10.0,44.95139345546668,44.951393455466665,0.126514131897712,0.873485868102288,0.1266180797659155,0.8733819202340845,0.6155875655965322,0.6152152872460488,85,5,mu_0p125,0.125,0.125
null,150,1486,0.0664876957494407,4,28,37.5,44,6742.70901832,0.002172,4.537489245168237,4.585475000000001,13.507,9.906666666666666,9.906666666666666,25.0,10.0,44.95139345546666,44.951393455466665,0.7462987886944819,0.2537012113055181,0.7395676275916874,0.2604323724083126,-0.0041970912002376,0.002064384535952,85,5,mu_0p125,0.125,0.125
lfr,150,1514,0.0677404921700223,6,20,25.0,29,6948.18155835,0.00040815,4.589287687153236,4.337595,12.5667,10.093333333333334,10.093333333333334,25.0,11.0,46.321210389,46.321210389,0.1241743725231175,0.8758256274768824,0.1286412323632856,0.8713587676367144,0.7060098700111159,0.7016579521606737,86,6,mu_0p125,0.125,0.125
null,150,1514,0.0677404921700223,6,20,25.0,29,6948.18155835,0.00040815,4.589287687153236,4.337595,12.5667,10.093333333333334,10.093333333333334,25.0,11.0,46.321210389,46.321210389,0.8289299867899603,0.1710700132100396,0.8286844796435244,0.1713155203564755,0.0012542557442731,0.0010348867999861,86,6,mu_0p125,0.125,0.125
lfr,150,1503,0.067248322147651,4,36,37.5,40,6868.596370220999,0.000164461,4.569924398017964,4.47213,16.0614,10.02,10.02,22.0,11.0,45.79064246814001,45.79064246814,0.1257485029940119,0.874251497005988,0.1304257976352999,0.8695742023647001,0.6246114999984507,0.6205959259929257,87,7,mu_0p125,0.125,0.125
null,150,1503,0.067248322147651,4,36,37.5,40,6868.596370221,0.000164461,4.569924398017964,4.47213,16.0614,10.02,10.02,22.0,11.0,45.79064246814001,45.79064246814,0.7445109780439122,0.2554890219560878,0.7416421816786856,0.2583578183213144,0.0058490249485504,0.0086761245776243,87,7,mu_0p125,0.125,0.125
lfr,150,1426,0.0638031319910514,5,25,30.0,43,6347.186302489999,0.00489738,4.451042287861149,4.319775,12.9313,9.506666666666666,9.506666666666666,24.0,10.0,42.31457534993333,42.31457534993333,0.1248246844319775,0.8751753155680224,0.1322475790825144,0.8677524209174856,0.6646712329036586,0.6569932487261398,88,8,mu_0p125,0.125,0.125
null,150,1426,0.0638031319910514,5,25,30.0,43,6347.186302489999,0.00489738,4.451042287861149,4.319775,12.9313,9.506666666666666,9.506666666666666,24.0,10.0,42.31457534993333,42.31457534993333,0.7805049088359046,0.2194950911640953,0.784684526094048,0.2153154739059519,0.0089910084997314,0.0058431657377863,88,8,mu_0p125,0.125,0.125
lfr,150,1492,0.0667561521252796,4,35,37.5,40,6796.7189973136,2.67126e-05,4.555441687207507,4.48697,13.9072,9.946666666666667,9.946666666666667,25.0,10.0,45.31145998209068,45.31145998209066,0.1246648793565683,0.8753351206434317,0.1298652596440237,0.8701347403559763,0.624141084892438,0.6191475431775392,89,9,mu_0p125,0.125,0.125
null,150,1492,0.0667561521252796,4,35,37.5,40,6796.7189973136,2.67126e-05,4.555441687207507,4.48697,13.9072,9.946666666666667,9.946666666666667,25.0,10.0,45.31145998209068,45.31145998209068,0.7573726541554959,0.242627345844504,0.7554243178426201,0.2445756821573799,-0.0085666899064896,-0.0066147226408838,89,9,mu_0p125,0.125,0.125
lfr,150,1413,0.0632214765100671,4,27,37.5,41,6250.25536202,0.00192544,4.423393745237084,4.30341,13.5312,9.42,9.42,24.0,10.0,41.66836908013333,41.66836908013333,0.1210191082802547,0.8789808917197452,0.1321679602148318,0.8678320397851682,0.623360875582061,0.6135177902095598,90,10,mu_0p125,0.125,0.125
null,150,1413,0.0632214765100671,4,27,37.5,41,6250.255362020001,0.00192544,4.423393745237084,4.30341,13.5312,9.42,9.42,24.0,10.0,41.66836908013334,41.66836908013333,0.7678697806086341,0.2321302193913659,0.7677056642289306,0.2322943357710694,-0.0234897967463183,-0.0234623047755019,90,10,mu_0p125,0.125,0.125
lfr,150,1428,0.0638926174496644,5,27,30.0,37,6333.976003585401,9.46554e-05,4.435557425479972,4.364445,10.1659,9.52,9.52,25.0,10.0,42.22650669056934,42.22650669056934,0.1260504201680672,0.8739495798319328,0.1258834424276406,0.8741165575723593,0.6705167361062072,0.6705653687335322,91,11,mu_0p125,0.125,0.125
null,150,1428,0.0638926174496644,5,27,30.0,37,6333.9760035854,9.46554e-05,4.4355574254799714,4.364445,10.1659,9.52,9.52,25.0,10.0,42.22650669056933,42.22650669056933,0.8109243697478992,0.1890756302521008,0.8132015370218875,0.1867984629781125,-0.0143572134736247,-0.0166423387656474,91,11,mu_0p125,0.125,0.125
lfr,150,1398,0.0625503355704698,5,23,30.0,39,6173.75661939,0.000676918,4.416134920879829,4.266735000000001,13.2554,9.32,9.32,25.0,10.0,41.1583774626,41.1583774626,0.1208869814020028,0.8791130185979972,0.1316995792863533,0.8683004207136467,0.6668738909662485,0.6555401999167475,92,12,mu_0p125,0.125,0.125
null,150,1398,0.0625503355704698,5,23,30.0,39,6173.75661939,0.000676918,4.416134920879829,4.266735000000001,13.2554,9.32,9.32,25.0,10.0,41.1583774626,41.1583774626,0.8011444921316166,0.1988555078683833,0.7986032651344053,0.2013967348655947,-0.0133836197633652,-0.0113035687482387,92,12,mu_0p125,0.125,0.125
lfr,150,1502,0.0672035794183445,4,22,37.5,62,6853.56587507,0.00330259,4.562959970086552,4.57895,12.4789,10.013333333333334,10.013333333333334,25.0,11.0,45.69043916713333,45.69043916713333,0.1271637816245006,0.8728362183754993,0.1249801593336621,0.8750198406663379,0.5830831860227198,0.5857593059628317,93,13,mu_0p125,0.125,0.125
null,150,1502,0.0672035794183445,4,22,37.5,62,6853.56587507,0.00330259,4.562959970086552,4.57895,12.4789,10.013333333333334,10.013333333333334,25.0,11.0,45.69043916713333,45.69043916713333,0.7230359520639148,0.2769640479360852,0.7216818927751942,0.2783181072248057,-0.0127889844166942,-0.0125831579343485,93,13,mu_0p125,0.125,0.125
lfr,150,1553,0.0694854586129753,5,22,30.0,41,7223.158784099,0.000280173,4.651100311718609,4.66719,13.4629,10.353333333333332,10.353333333333332,25.0,11.0,48.15439189399333,48.154391893993335,0.1262073406310367,0.8737926593689633,0.1299238355613776,0.8700761644386223,0.6641317782627065,0.6602706146793641,94,14,mu_0p125,0.125,0.125
null,150,1553,0.0694854586129753,5,22,30.0,41,7223.158784099,0.000280173,4.651100311718609,4.66719,13.4629,10.353333333333332,10.353333333333332,25.0,11.0,48.15439189399333,48.15439189399333,0.8042498390212492,0.1957501609787507,0.8032839751456129,0.1967160248543871,-0.0139107201275059,-0.0123037336247478,94,14,mu_0p125,0.125,0.125
lfr,150,1463,0.0654586129753915,6,21,25.0,30,6594.1974894616,5.9168e-05,4.507312022871907,4.36925,12.7607,9.753333333333334,9.753333333333334,24.0,10.0,43.96131659641066,43.96131659641066,0.1278195488721804,0.8721804511278195,0.1289879080541531,0.8710120919458468,0.7041234478727734,0.703348990657759,95,15,mu_0p125,0.125,0.125
null,150,1463,0.0654586129753915,6,21,25.0,30,6594.1974894616,5.9168e-05,4.507312022871907,4.36925,12.7607,9.753333333333334,9.753333333333334,24.0,10.0,43.96131659641066,43.96131659641066,0.8284347231715653,0.1715652768284347,0.8265221279271396,0.1734778720728603,0.0035082735733885,0.0055439003848913,95,15,mu_0p125,0.125,0.125
lfr,150,1456,0.065145413870246,6,22,25.0,28,6540.42759979,0.00255364,4.492051922932692,4.412105,14.451,9.706666666666669,9.706666666666669,25.0,13.0,43.602850665266665,43.602850665266665,0.1263736263736263,0.8736263736263736,0.1286191945335516,0.8713808054664484,0.7035773721470837,0.7007789412324754,96,16,mu_0p125,0.125,0.125
null,150,1456,0.065145413870246,6,22,25.0,28,6540.42759979,0.00255364,4.492051922932693,4.412105,14.451,9.706666666666669,9.706666666666669,25.0,13.0,43.60285066526667,43.60285066526667,0.8379120879120879,0.162087912087912,0.8352730104978775,0.1647269895021225,-0.0079610893913778,-0.0056461158910255,96,16,mu_0p125,0.125,0.125
lfr,150,1479,0.0661744966442953,4,32,37.5,43,6695.710340356,0.000255674,4.527187518834348,4.37603,12.6461,9.86,9.86,25.0,10.0,44.63806893570666,44.63806893570666,0.1223799864773495,0.8776200135226504,0.1265463374735757,0.8734536625264243,0.624450670898095,0.6209376804780714,97,17,mu_0p125,0.125,0.125
null,150,1479,0.0661744966442953,4,32,37.5,43,6695.710340356,0.000255674,4.527187518834348,4.37603,12.6461,9.86,9.86,25.0,10.0,44.63806893570666,44.63806893570666,0.7484787018255578,0.2515212981744422,0.7427340385663392,0.2572659614336607,-0.0016480444501131,0.0041553979603894,97,17,mu_0p125,0.125,0.125
lfr,150,1405,0.0628635346756152,4,24,37.5,44,6202.68336263,0.000171068,4.414721254540925,4.22512,13.0521,9.366666666666667,9.366666666666667,24.0,10.0,41.351222417533336,41.35122241753334,0.1245551601423487,0.8754448398576512,0.1286244752451327,0.8713755247548672,0.6140905003736021,0.6105704068127845,98,18,mu_0p125,0.125,0.125
null,150,1405,0.0628635346756152,4,24,37.5,44,6202.68336263,0.000171068,4.4147212545409245,4.22512,13.0521,9.366666666666667,9.366666666666667,24.0,10.0,41.35122241753333,41.351222417533336,0.7473309608540926,0.2526690391459074,0.7506368956041343,0.2493631043958657,-0.0086853003381415,-0.0132020400051909,98,18,mu_0p125,0.125,0.125
lfr,150,1386,0.0620134228187919,4,29,37.5,43,6088.44878117,0.0026724,4.392820188434343,4.19708,12.6434,9.24,9.24,24.0,10.0,40.58965854113333,40.58965854113333,0.1284271284271284,0.8715728715728716,0.1294353043762586,0.8705646956237414,0.6177748418008159,0.6177240202943984,99,19,mu_0p125,0.125,0.125
null,150,1386,0.0620134228187919,4,29,37.5,43,6088.44878117,0.0026724,4.392820188434343,4.19708,12.6434,9.24,9.24,24.0,10.0,40.58965854113333,40.58965854113333,0.7359307359307359,0.2640692640692641,0.7309766330504893,0.2690233669495107,0.0102712342972083,0.0152509296772232,99,19,mu_0p125,0.125,0.125
lfr,150,1580,0.0706935123042505,5,20,30.0,42,7432.377177807,0.000127784,4.704036188485444,4.64021,17.974,10.533333333333331,10.533333333333331,25.0,13.0,49.54918118538,49.54918118538,0.1234177215189873,0.8765822784810127,0.1330703049840137,0.8669296950159863,0.6577623778240667,0.6475247005037812,100,20,mu_0p125,0.125,0.125
null,150,1580,0.0706935123042505,5,20,30.0,42,7432.377177807,0.000127784,4.704036188485444,4.64021,17.974,10.533333333333331,10.533333333333331,25.0,13.0,49.54918118538,49.54918118538,0.7892405063291139,0.2107594936708861,0.788184207366813,0.2118157926331869,-0.0080604069860599,-0.0076565563016881,100,20,mu_0p125,0.125,0.125
lfr,150,1472,0.0658612975391498,5,22,30.0,45,6646.94293331,0.0013367,4.515586231868206,4.499835,13.4824,9.813333333333333,9.813333333333333,25.0,10.0,44.312952888733335,44.312952888733335,0.1311141304347826,0.8688858695652174,0.1288035766065557,0.8711964233934442,0.6524148230741966,0.6536123910299468,101,21,mu_0p125,0.125,0.125
null,150,1472,0.0658612975391498,5,22,30.0,45,6646.94293331,0.0013367,4.515586231868206,4.499835,13.4824,9.813333333333333,9.813333333333333,25.0,10.0,44.31295288873334,44.31295288873333,0.7921195652173914,0.2078804347826086,0.794340588031907,0.205659411968093,-0.0085906117084121,-0.0099753067031405,101,21,mu_0p125,0.125,0.125
lfr,150,1525,0.0682326621923937,4,28,37.5,45,7076.80154273,0.0010516,4.640525601790164,4.52281,17.1382,10.166666666666666,10.166666666666666,25.0,11.0,47.17867695153333,47.17867695153333,0.1245901639344262,0.8754098360655738,0.133700443204035,0.8662995567959649,0.6176580489115829,0.6094729109625765,102,22,mu_0p125,0.125,0.125
null,150,1525,0.0682326621923937,4,28,37.5,45,7076.80154273,0.0010516,4.640525601790164,4.52281,17.1382,10.166666666666666,10.166666666666666,25.0,11.0,47.17867695153333,47.17867695153333,0.7488524590163934,0.2511475409836066,0.743143641419852,0.256856358580148,-0.0066042461703843,-0.001256110248363,102,22,mu_0p125,0.125,0.125
lfr,150,1442,0.0645190156599552,4,27,37.5,51,6516.2645736,0.0221211,4.518907471289875,4.341815,13.9824,9.613333333333332,9.613333333333332,23.0,10.0,43.441763824000006,43.441763824,0.1130374479889043,0.8869625520110958,0.1424128261089489,0.8575871738910511,0.6230876364119029,0.5950167933853476,103,23,mu_0p125,0.125,0.125
null,150,1442,0.0645190156599552,4,27,37.5,51,6516.2645736,0.0221211,4.518907471289875,4.341815,13.9824,9.613333333333332,9.613333333333332,23.0,10.0,43.441763824,43.441763824,0.7510402219140083,0.2489597780859916,0.7483646800126603,0.2516353199873397,-0.0149151375132011,-0.0122368206947632,103,23,mu_0p125,0.125,0.125
lfr,150,1428,0.0638926174496644,5,22,30.0,39,6327.446206526,0.000394647,4.430984738463586,4.318345,11.7337,9.52,9.52,23.0,10.0,42.18297471017333,42.18297471017334,0.1323529411764706,0.8676470588235294,0.1252859164110135,0.8747140835889865,0.6551296989383989,0.6620797244397024,104,24,mu_0p125,0.125,0.125
null,150,1428,0.0638926174496644,5,22,30.0,39,6327.446206526,0.000394647,4.430984738463585,4.318345,11.7337,9.52,9.52,23.0,10.0,42.18297471017333,42.18297471017333,0.7906162464985994,0.2093837535014006,0.7877517955783065,0.2122482044216934,-0.0031336063837299,0.000140756891308,104,24,mu_0p125,0.125,0.125
lfr,150,1472,0.0658612975391498,4,26,37.5,48,6643.03853615,0.00268517,4.51293378814538,4.332575,13.5186,9.813333333333333,9.813333333333333,24.0,10.0,44.286923574333336,44.286923574333336,0.1216032608695652,0.8783967391304348,0.1272165849334037,0.8727834150665963,0.6158454188327032,0.6108964653242154,105,25,mu_0p125,0.125,0.125
null,150,1472,0.0658612975391498,4,26,37.5,48,6643.03853615,0.00268517,4.51293378814538,4.332575,13.5186,9.813333333333333,9.813333333333333,24.0,10.0,44.286923574333336,44.28692357433333,0.7717391304347826,0.2282608695652174,0.7786671883131773,0.2213328116868227,-0.0342904507325141,-0.0409935727007345,105,25,mu_0p125,0.125,0.125
lfr,150,1514,0.0677404921700223,4,27,37.5,45,6958.115859394,0.000119502,4.595849312677675,4.578765,14.5696,10.093333333333334,10.093333333333334,24.0,11.0,46.38743906262667,46.38743906262667,0.130779392338177,0.869220607661823,0.1307000828631221,0.8692999171368778,0.609147298049556,0.6090148264800594,106,26,mu_0p125,0.125,0.125
null,150,1514,0.0677404921700223,4,27,37.5,45,6958.115859394,0.000119502,4.595849312677675,4.578765,14.5696,10.093333333333334,10.093333333333334,24.0,11.0,46.38743906262667,46.38743906262667,0.7430647291941875,0.2569352708058124,0.7359434893525878,0.2640565106474122,-0.0031380388064545,0.0033057165103268,106,26,mu_0p125,0.125,0.125
lfr,150,1449,0.0648322147651006,5,22,30.0,41,6528.289876423,0.000616763,4.5053760361787445,4.37495,12.0813,9.66,9.66,25.0,12.0,43.52193250948667,43.52193250948666,0.1228433402346445,0.8771566597653554,0.1331467586269723,0.8668532413730277,0.6683831832810139,0.6590646419079219,107,27,mu_0p125,0.125,0.125
null,150,1449,0.0648322147651006,5,22,30.0,41,6528.289876422999,0.000616763,4.505376036178744,4.37495,12.0813,9.66,9.66,25.0,12.0,43.52193250948667,43.52193250948667,0.7867494824016563,0.2132505175983436,0.7912088581693235,0.2087911418306764,0.0044770411140021,-0.0009499787505055,107,27,mu_0p125,0.125,0.125
lfr,150,1489,0.0666219239373601,5,25,30.0,35,6756.683682452,0.000167722,4.537732493251847,4.54051,11.772,9.926666666666666,9.926666666666666,24.0,10.0,45.04455788301334,45.044557883013326,0.1289456010745466,0.8710543989254533,0.1276983062997088,0.8723016937002912,0.6687785646340457,0.6702637274019574,108,28,mu_0p125,0.125,0.125
null,150,1489,0.0666219239373601,5,25,30.0,35,6756.683682452,0.000167722,4.537732493251847,4.54051,11.772,9.926666666666666,9.926666666666666,24.0,10.0,45.044557883013326,45.04455788301333,0.8153122901276024,0.1846877098723975,0.8137910806483959,0.1862089193516041,-0.01758812441901,-0.0159982285231653,108,28,mu_0p125,0.125,0.125
lfr,150,1449,0.0648322147651006,4,22,37.5,57,6499.7928545908,5.32138e-05,4.485709354444997,4.31573,13.8662,9.66,9.66,25.0,10.0,43.33195236393867,43.33195236393867,0.1249137336093857,0.8750862663906143,0.128815921264234,0.871184078735766,0.5939699971566026,0.5900015851609616,109,29,mu_0p125,0.125,0.125
null,150,1449,0.0648322147651006,4,22,37.5,57,6499.7928545908,5.32138e-05,4.485709354444997,4.31573,13.8662,9.66,9.66,25.0,10.0,43.33195236393867,43.33195236393867,0.7163561076604554,0.2836438923395445,0.7186329821267613,0.2813670178732387,0.0025276231055329,0.0006848506158294,109,29,mu_0p125,0.125,0.125
lfr,150,1587,0.0710067114093959,4,27,37.5,51,7424.543085228,0.000104288,4.678351030389414,4.7101,15.4125,10.58,10.58,25.0,11.0,49.49695390152,49.49695390152,0.127284183994959,0.872715816005041,0.1263195424232897,0.8736804575767102,0.61017466664602,0.6119037729327914,110,30,mu_0p125,0.125,0.125
null,150,1587,0.0710067114093959,4,27,37.5,51,7424.543085228,0.000104288,4.678351030389414,4.7101,15.4125,10.58,10.58,25.0,11.0,49.49695390152,49.49695390152,0.7542533081285444,0.2457466918714556,0.7614799508425757,0.2385200491574243,-0.0167944574875653,-0.0232036199624811,110,30,mu_0p125,0.125,0.125
lfr,150,1444,0.0646085011185682,4,25,37.5,53,6501.897242444,0.000829454,4.502698921360111,4.41826,13.3229,9.626666666666669,9.626666666666669,24.0,10.0,43.34598161629333,43.34598161629333,0.1322714681440443,0.8677285318559557,0.1370541365413887,0.8629458634586112,0.6036009161992312,0.6009815020965144,111,31,mu_0p125,0.125,0.125
null,150,1444,0.0646085011185682,4,25,37.5,53,6501.897242444,0.000829454,4.502698921360111,4.41826,13.3229,9.626666666666669,9.626666666666669,24.0,10.0,43.34598161629333,43.34598161629333,0.7326869806094183,0.2673130193905817,0.7317099875998205,0.2682900124001794,0.0031854037338571,0.0034933429237662,111,31,mu_0p125,0.125,0.125
lfr,150,1480,0.0662192393736017,4,32,37.5,44,6698.255938849999,0.00083049,4.52584860733108,4.355505,13.9442,9.866666666666667,9.866666666666667,25.0,10.0,44.65503959233333,44.65503959233333,0.1209459459459459,0.879054054054054,0.1262748895491168,0.8737251104508832,0.6236349525200877,0.6185380773254431,112,32,mu_0p125,0.125,0.125
null,150,1480,0.0662192393736017,4,32,37.5,44,6698.25593885,0.00083049,4.525848607331081,4.355505,13.9442,9.866666666666667,9.866666666666667,25.0,10.0,44.65503959233333,44.65503959233334,0.7405405405405405,0.2594594594594595,0.7362628055649808,0.2637371944350192,0.004040357925493,0.0076031868184885,112,32,mu_0p125,0.125,0.125
lfr,150,1472,0.0658612975391498,5,23,30.0,45,6712.28069794,0.00176284,4.559973300230978,4.4888650000000005,13.6389,9.813333333333333,9.813333333333333,23.0,12.0,44.74853798626666,44.74853798626666,0.124320652173913,0.8756793478260869,0.1367465529595178,0.8632534470404822,0.6635174525933365,0.6522523746229013,113,33,mu_0p125,0.125,0.125
null,150,1472,0.0658612975391498,5,23,30.0,45,6712.280697939999,0.00176284,4.559973300230978,4.4888650000000005,13.6389,9.813333333333333,9.813333333333333,23.0,12.0,44.74853798626666,44.74853798626667,0.8104619565217391,0.1895380434782608,0.806439122666795,0.193560877333205,-0.0226238517544896,-0.0197471670554587,113,33,mu_0p125,0.125,0.125
lfr,150,1472,0.0658612975391498,4,30,37.5,43,6606.443524278,0.000276928,4.488073046384511,4.41499,12.2633,9.813333333333333,9.813333333333333,24.0,10.0,44.04295682852,44.04295682852,0.124320652173913,0.8756793478260869,0.1258303399133122,0.8741696600866877,0.6209737564981096,0.6193520998282752,114,34,mu_0p125,0.125,0.125
null,150,1472,0.0658612975391498,4,30,37.5,43,6606.443524278,0.000276928,4.488073046384511,4.41499,12.2633,9.813333333333333,9.813333333333333,24.0,10.0,44.04295682852,44.04295682852,0.7724184782608695,0.2275815217391305,0.7759478082798317,0.2240521917201683,-0.0271240695888468,-0.0301283558452169,114,34,mu_0p125,0.125,0.125
lfr,150,1447,0.0647427293064877,4,31,37.5,51,6442.153314492,0.000108522,4.452075545606081,4.34367,10.7547,9.646666666666668,9.646666666666668,24.0,10.0,42.947688763280006,42.94768876328,0.1306150656530753,0.8693849343469247,0.1256692250199637,0.8743307749800362,0.6070310138126257,0.6118818705961451,115,35,mu_0p125,0.125,0.125
null,150,1447,0.0647427293064877,4,31,37.5,51,6442.153314492,0.000108522,4.452075545606081,4.34367,10.7547,9.646666666666668,9.646666666666668,24.0,10.0,42.94768876328,42.94768876328,0.7408431237042156,0.2591568762957844,0.7366734441628603,0.2633265558371397,-0.0031970442385145,0.0022453695412733,115,35,mu_0p125,0.125,0.125
lfr,150,1463,0.0654586129753915,5,22,30.0,36,6576.09198873,0.00214542,4.494936424285714,4.36486,13.5986,9.753333333333334,9.753333333333334,25.0,10.0,43.8406132582,43.8406132582,0.1237183868762816,0.8762816131237183,0.1277121898795389,0.8722878101204611,0.6725158138620023,0.6689968227504254,116,36,mu_0p125,0.125,0.125
null,150,1463,0.0654586129753915,5,22,30.0,36,6576.09198873,0.00214542,4.494936424285714,4.36486,13.5986,9.753333333333334,9.753333333333334,25.0,10.0,43.8406132582,43.8406132582,0.7887901572112098,0.2112098427887901,0.7909120459314714,0.2090879540685286,0.007444043527074,0.0050557618541662,116,36,mu_0p125,0.125,0.125
lfr,150,1454,0.0650559284116331,5,25,30.0,39,6504.35407225,0.00104147,4.47342095753095,4.35181,12.2206,9.693333333333332,9.693333333333332,25.0,10.0,43.36236048166667,43.36236048166667,0.1265474552957359,0.873452544704264,0.1272327833105996,0.8727672166894004,0.6682480999150472,0.6680725579081552,117,37,mu_0p125,0.125,0.125
null,150,1454,0.0650559284116331,5,25,30.0,39,6504.35407225,0.00104147,4.47342095753095,4.35181,12.2206,9.693333333333332,9.693333333333332,25.0,10.0,43.36236048166667,43.36236048166667,0.7950481430536451,0.2049518569463548,0.794203316532097,0.205796683467903,-0.0002525878428619,0.0007668302505992,117,37,mu_0p125,0.125,0.125
lfr,150,1467,0.0656375838926174,5,26,30.0,33,6631.472811267,0.000175332,4.520431364190184,4.44683,13.5363,9.78,9.78,25.0,10.0,44.20981874178,44.209818741780005,0.130879345603272,0.869120654396728,0.1294384830785425,0.8705615169214574,0.6674310402590228,0.6689751076722411,118,38,mu_0p125,0.125,0.125
null,150,1467,0.0656375838926174,5,26,30.0,33,6631.472811267,0.000175332,4.520431364190184,4.44683,13.5363,9.78,9.78,25.0,10.0,44.20981874177999,44.20981874178,0.8098159509202454,0.1901840490797546,0.8085892654579878,0.1914107345420121,-0.0115055650579506,-0.0107220676006821,118,38,mu_0p125,0.125,0.125
lfr,150,1521,0.0680536912751677,4,23,37.5,62,7010.1395160150005,0.000598686,4.608901719930967,4.59661,14.0991,10.14,10.14,24.0,11.0,46.7342634401,46.7342634401,0.1249178172255095,0.8750821827744905,0.1320939367753687,0.8679060632246313,0.5810612848998526,0.5746953342740869,119,39,mu_0p125,0.125,0.125
null,150,1521,0.0680536912751677,4,23,37.5,62,7010.139516015,0.000598686,4.608901719930966,4.59661,14.0991,10.14,10.14,24.0,11.0,46.7342634401,46.7342634401,0.7416173570019724,0.2583826429980276,0.7423127697612653,0.2576872302387347,-0.0356382548766101,-0.0362269675566209,119,39,mu_0p125,0.125,0.125
lfr,150,1581,0.070738255033557,4,29,37.5,51,7381.34835371536,3.29956e-06,4.66878453745437,4.59343,13.3924,10.54,10.54,25.0,11.0,49.20898902476908,49.20898902476907,0.1518026565464895,0.8481973434535104,0.1507678164457857,0.8492321835542143,0.5846446636029287,0.5853022809432333,120,0,mu_0p150,0.15,0.15
null,150,1581,0.070738255033557,4,29,37.5,51,7381.348353715361,3.29956e-06,4.668784537454371,4.59343,13.3924,10.54,10.54,25.0,11.0,49.20898902476907,49.20898902476907,0.7482605945604048,0.2517394054395951,0.7524057238031316,0.2475942761968683,-0.0118132744109865,-0.0171624421957455,120,0,mu_0p150,0.15,0.15
